invoice_no,invoice_date,customer_key,country_id,is_cancelled
536740,2010-12-02 13:08:00,142,37,False
536741,2010-12-02 13:11:00,144,37,False
536742,2010-12-02 13:14:00,145,37,False
536743,2010-12-02 13:32:00,146,37,False
536744,2010-12-02 13:36:00,147,37,False
536745,2010-12-02 13:38:00,148,37,False
536746,2010-12-02 13:39:00,149,37,False
536747,2010-12-02 13:44:00,150,37,False
536748,2010-12-02 13:45:00,151,37,False
536749,2010-12-02 13:49:00,152,37,False
536750,2010-12-02 14:04:00,1,37,False
536751,2010-12-02 14:05:00,1,37,False
536752,2010-12-02 14:06:00,1,37,False
536753,2010-12-02 14:07:00,1,37,False
536754,2010-12-02 14:09:00,153,37,False
536755,2010-12-02 14:14:00,33,37,False
536756,2010-12-02 14:23:00,33,37,False
536759,2010-12-02 14:26:00,155,37,False
536761,2010-12-02 14:30:00,157,37,False
536762,2010-12-02 14:40:00,158,37,False
536763,2010-12-02 14:42:00,159,37,False
536764,2010-12-02 14:42:00,33,37,False
536765,2010-12-02 14:43:00,33,37,False
536769,2010-12-02 14:47:00,160,37,False
536771,2010-12-02 14:49:00,160,37,False
536777,2010-12-02 15:00:00,161,37,False
536778,2010-12-02 15:03:00,162,37,False
536779,2010-12-02 15:08:00,163,37,False
536780,2010-12-02 15:09:00,33,37,False
536781,2010-12-02 15:14:00,90,37,False
536782,2010-12-02 15:18:00,164,37,False
536783,2010-12-02 15:19:00,165,37,False
536784,2010-12-02 15:20:00,165,37,False
536785,2010-12-02 15:22:00,165,37,False
536786,2010-12-02 15:23:00,165,37,False
536787,2010-12-02 15:24:00,1,37,False
536788,2010-12-02 15:25:00,165,37,False
536789,2010-12-02 15:25:00,1,37,False
536790,2010-12-02 15:26:00,1,37,False
536791,2010-12-02 15:27:00,1,37,False
536792,2010-12-02 15:28:00,165,37,False
536793,2010-12-02 15:39:00,166,37,False
536794,2010-12-02 15:40:00,22,37,False
536795,2010-12-02 15:40:00,167,37,False
536796,2010-12-02 15:46:00,168,37,False
536797,2010-12-02 15:49:00,169,37,False
536798,2010-12-02 15:55:00,170,37,False
536799,2010-12-02 16:00:00,171,37,False
536800,2010-12-02 16:12:00,172,37,False
536801,2010-12-02 16:12:00,33,37,False
536802,2010-12-02 16:29:00,173,37,False
536803,2010-12-02 16:33:00,69,11,False
536804,2010-12-02 16:34:00,174,37,False
536805,2010-12-02 16:38:00,175,37,False
536806,2010-12-02 16:42:00,176,37,False
536808,2010-12-02 16:46:00,178,37,False
536809,2010-12-02 16:48:00,179,37,False
536810,2010-12-02 16:50:00,179,37,False
536811,2010-12-02 16:51:00,179,37,False
536813,2010-12-02 16:59:00,180,37,False
536819,2010-12-02 17:12:00,185,37,False
536821,2010-12-02 17:17:00,187,37,False
536823,2010-12-02 17:22:00,189,37,False
536824,2010-12-02 17:24:00,190,37,False
536830,2010-12-02 17:38:00,194,37,False
536831,2010-12-02 17:40:00,14,37,False
536832,2010-12-02 17:41:00,195,37,False
536833,2010-12-02 17:48:00,196,37,False
536834,2010-12-02 17:51:00,197,37,False
536835,2010-12-02 18:06:00,198,37,False
536836,2010-12-02 18:08:00,186,37,False
536837,2010-12-02 18:15:00,199,37,False
536838,2010-12-02 18:23:00,200,37,False
536839,2010-12-02 18:25:00,201,37,False
536840,2010-12-02 18:27:00,202,15,False
536841,2010-12-02 18:27:00,203,37,False
536842,2010-12-02 18:45:00,204,37,False
536843,2010-12-02 18:46:00,204,37,False
536844,2010-12-02 18:49:00,205,37,False
536845,2010-12-02 19:18:00,206,37,False
536846,2010-12-02 19:59:00,207,37,False
536847,2010-12-03 09:31:00,208,37,False
536848,2010-12-03 09:39:00,21,37,False
536849,2010-12-03 09:45:00,209,37,False
536851,2010-12-03 09:49:00,211,37,False
536852,2010-12-03 09:51:00,212,14,False
536856,2010-12-03 10:26:00,216,37,False
536857,2010-12-03 10:33:00,217,37,False
536858,2010-12-03 10:36:00,218,34,False
536859,2010-12-03 10:43:00,219,37,False
536860,2010-12-03 10:43:00,220,37,False
536861,2010-12-03 10:44:00,221,15,False
536862,2010-12-03 11:13:00,33,37,False
536863,2010-12-03 11:19:00,222,37,False
536864,2010-12-03 11:27:00,33,37,False
536865,2010-12-03 11:28:00,33,37,False
536866,2010-12-03 11:28:00,33,37,False
536874,2010-12-03 11:35:00,223,37,False
536876,2010-12-03 11:36:00,33,37,False
536883,2010-12-03 11:41:00,33,37,False
536884,2010-12-03 11:42:00,224,37,False
536885,2010-12-03 11:42:00,225,11,False
536890,2010-12-03 11:48:00,183,11,False
536920,2010-12-03 12:01:00,33,37,False
536938,2010-12-03 12:05:00,226,37,False
536941,2010-12-03 12:08:00,33,37,False
536942,2010-12-03 12:08:00,33,37,False
536943,2010-12-03 12:11:00,227,37,False
536944,2010-12-03 12:20:00,228,32,False
536945,2010-12-03 12:24:00,229,37,False
536946,2010-12-03 12:28:00,230,37,False
536947,2010-12-03 12:29:00,230,37,False
536954,2010-12-03 12:41:00,8,37,False
536956,2010-12-03 12:43:00,231,37,False
536957,2010-12-03 12:43:00,8,37,False
536960,2010-12-03 12:48:00,232,37,False
536967,2010-12-03 12:57:00,233,15,False
536968,2010-12-03 13:09:00,234,37,False
536969,2010-12-03 13:10:00,234,37,False
536970,2010-12-03 13:12:00,235,37,False
536971,2010-12-03 13:40:00,236,27,False
536972,2010-12-03 13:42:00,237,37,False
536973,2010-12-03 13:43:00,238,37,False
536974,2010-12-03 13:59:00,239,14,False
536975,2010-12-03 14:04:00,69,11,False
536976,2010-12-03 14:18:00,240,37,False
536977,2010-12-03 14:18:00,241,37,False
536980,2010-12-03 14:26:00,242,37,False
536981,2010-12-03 14:26:00,240,37,False
536982,2010-12-03 14:27:00,33,37,False
536983,2010-12-03 14:30:00,243,15,False
536984,2010-12-03 14:35:00,71,37,False
536985,2010-12-03 14:40:00,244,37,False
536986,2010-12-03 14:40:00,245,37,False
536987,2010-12-03 14:54:00,246,37,False
536988,2010-12-03 15:05:00,247,37,False
536989,2010-12-03 15:10:00,247,37,False
536990,2010-12-03 15:14:00,248,28,False
536991,2010-12-03 15:16:00,33,37,False
536992,2010-12-03 15:16:00,249,37,False
536993,2010-12-03 15:19:00,250,37,False
536994,2010-12-03 15:25:00,251,37,False
536995,2010-12-03 15:29:00,33,37,False
536996,2010-12-03 15:30:00,33,37,False
536997,2010-12-03 15:30:00,33,37,False
536998,2010-12-03 15:30:00,33,37,False
536999,2010-12-03 15:32:00,33,37,False
537000,2010-12-03 15:32:00,33,37,False
537001,2010-12-03 15:33:00,33,37,False
537002,2010-12-03 15:33:00,33,37,False
537003,2010-12-03 15:33:00,33,37,False
537004,2010-12-03 15:34:00,33,37,False
537005,2010-12-03 15:35:00,33,37,False
537006,2010-12-03 15:36:00,33,37,False
537007,2010-12-03 15:36:00,33,37,False
537008,2010-12-03 15:37:00,33,37,False
537009,2010-12-03 15:38:00,33,37,False
537010,2010-12-03 15:38:00,33,37,False
537011,2010-12-03 15:38:00,33,37,False
537012,2010-12-03 15:39:00,33,37,False
537013,2010-12-03 15:40:00,33,37,False
537014,2010-12-03 15:40:00,33,37,False
537015,2010-12-03 15:41:00,33,37,False
537016,2010-12-03 15:41:00,33,37,False
537017,2010-12-03 15:41:00,33,37,False
537018,2010-12-03 15:42:00,33,37,False
537019,2010-12-03 15:43:00,33,37,False
537020,2010-12-03 15:43:00,33,37,False
537021,2010-12-03 15:43:00,33,37,False
537022,2010-12-03 15:45:00,252,20,False
537023,2010-12-03 16:02:00,253,37,False
537025,2010-12-03 16:21:00,33,37,False
537026,2010-12-03 16:35:00,254,4,False
537027,2010-12-03 16:36:00,33,37,False
537028,2010-12-03 16:36:00,33,37,False
537029,2010-12-03 16:37:00,33,37,False
537030,2010-12-03 16:44:00,255,37,False
537031,2010-12-03 16:45:00,255,37,False
537032,2010-12-03 16:50:00,33,37,False
537034,2010-12-03 17:20:00,256,37,False
537035,2010-12-03 17:21:00,256,37,False
537036,2010-12-03 17:28:00,257,37,False
537037,2010-12-05 10:03:00,258,37,False
537038,2010-12-05 10:12:00,259,37,False
537040,2010-12-05 10:27:00,261,37,False
537041,2010-12-05 10:36:00,262,37,False
537042,2010-12-05 10:45:00,263,37,False
537044,2010-12-05 10:52:00,265,37,False
537045,2010-12-05 10:54:00,266,37,False
537046,2010-12-05 10:58:00,267,37,False
537047,2010-12-05 11:02:00,268,37,False
537048,2010-12-05 11:03:00,268,37,False
537049,2010-12-05 11:04:00,269,37,False
537050,2010-12-05 11:10:00,270,37,False
537051,2010-12-05 11:12:00,260,37,False
537052,2010-12-05 11:15:00,271,37,False
537053,2010-12-05 11:38:00,272,37,False
537054,2010-12-05 11:40:00,273,37,False
537055,2010-12-05 11:45:00,274,37,False
537057,2010-12-05 11:49:00,264,37,False
537058,2010-12-05 11:51:00,275,37,False
537059,2010-12-05 11:54:00,276,37,False
537065,2010-12-05 11:57:00,277,14,False
537067,2010-12-05 11:57:00,276,37,False
537077,2010-12-05 11:59:00,278,37,False
537081,2010-12-05 12:00:00,279,23,False
537086,2010-12-05 12:01:00,279,23,False
537090,2010-12-05 12:02:00,279,23,False
537111,2010-12-05 12:08:00,280,37,False
537117,2010-12-05 12:09:00,281,37,False
537126,2010-12-05 12:13:00,282,37,False
537127,2010-12-05 12:13:00,283,37,False
537128,2010-12-05 12:15:00,219,37,False
537129,2010-12-05 12:15:00,284,37,False
537130,2010-12-05 12:23:00,285,37,False
537131,2010-12-05 12:26:00,286,37,False
537133,2010-12-05 12:29:00,287,37,False
537134,2010-12-05 12:34:00,289,37,False
537135,2010-12-05 12:35:00,290,37,False
537136,2010-12-05 12:42:00,50,37,False
537137,2010-12-05 12:43:00,291,37,False
537138,2010-12-05 12:44:00,292,37,False
537139,2010-12-05 12:47:00,293,37,False
537140,2010-12-05 12:53:00,50,37,False
537141,2010-12-05 12:57:00,294,37,False
537142,2010-12-05 12:57:00,50,37,False
537144,2010-12-05 13:00:00,295,37,False
537153,2010-12-05 13:03:00,296,37,False
537154,2010-12-05 13:05:00,297,37,False
537155,2010-12-05 13:05:00,50,37,False
537156,2010-12-05 13:08:00,298,37,False
537158,2010-12-05 13:10:00,299,37,False
537159,2010-12-05 13:17:00,10,37,False
537160,2010-12-05 13:18:00,300,37,False
537163,2010-12-05 13:21:00,301,37,False
537176,2010-12-05 13:26:00,302,37,False
537179,2010-12-05 13:29:00,22,37,False
537192,2010-12-05 13:42:00,303,37,False
537193,2010-12-05 13:49:00,304,37,False
537194,2010-12-05 13:53:00,305,37,False
537195,2010-12-05 13:55:00,9,37,False
537196,2010-12-05 13:55:00,306,37,False
537197,2010-12-05 14:02:00,307,15,False
537198,2010-12-05 14:03:00,307,15,False
537199,2010-12-05 14:06:00,308,37,False
537200,2010-12-05 14:17:00,309,37,False
537201,2010-12-05 14:19:00,72,15,False
537202,2010-12-05 14:25:00,310,37,False
537204,2010-12-05 14:45:00,311,37,False
537205,2010-12-05 14:52:00,312,37,False
537206,2010-12-05 15:02:00,97,37,False
537207,2010-12-05 15:06:00,305,37,False
537208,2010-12-05 15:12:00,313,37,False
537209,2010-12-05 15:12:00,95,37,False
537210,2010-12-05 15:15:00,314,37,False
537211,2010-12-05 15:18:00,315,37,False
537212,2010-12-05 15:21:00,316,15,False
537213,2010-12-05 15:26:00,50,37,False
537214,2010-12-05 15:35:00,317,37,False
537215,2010-12-05 15:38:00,318,37,False
537216,2010-12-05 15:40:00,319,37,False
537217,2010-12-05 15:40:00,319,37,False
537218,2010-12-05 15:46:00,320,21,False
537219,2010-12-05 15:47:00,321,37,False
537220,2010-12-05 15:49:00,33,37,False
537221,2010-12-05 15:54:00,322,37,False
537222,2010-12-05 16:00:00,323,37,False
537223,2010-12-05 16:10:00,324,37,False
537224,2010-12-05 16:24:00,325,37,False
537225,2010-12-05 16:41:00,50,37,False
537226,2010-12-06 08:34:00,326,37,False
537227,2010-12-06 08:42:00,327,37,False
537228,2010-12-06 08:43:00,327,37,False
537229,2010-12-06 08:44:00,327,37,False
537230,2010-12-06 09:20:00,33,37,False
537231,2010-12-06 09:21:00,328,37,False
537233,2010-12-06 09:37:00,330,37,False
537235,2010-12-06 09:45:00,141,37,False
537236,2010-12-06 09:52:00,332,37,False
537237,2010-12-06 09:58:00,33,37,False
537238,2010-12-06 10:03:00,331,37,False
537239,2010-12-06 10:05:00,333,37,False
537240,2010-12-06 10:08:00,33,37,False
537241,2010-12-06 10:18:00,334,37,False
537242,2010-12-06 10:19:00,335,37,False
537243,2010-12-06 10:19:00,336,37,False
537244,2010-12-06 10:20:00,337,37,False
537245,2010-12-06 10:24:00,335,37,False
537246,2010-12-06 10:27:00,338,28,False
537247,2010-12-06 10:34:00,339,37,False
537248,2010-12-06 10:36:00,340,37,False
537249,2010-12-06 10:38:00,62,37,False
537250,2010-12-06 10:43:00,341,15,False
537252,2010-12-06 10:46:00,33,37,False
537253,2010-12-06 10:53:00,33,37,False
537254,2010-12-06 11:01:00,342,37,False
537255,2010-12-06 11:03:00,182,37,False
537256,2010-12-06 11:06:00,43,37,False
537257,2010-12-06 11:10:00,343,37,False
537258,2010-12-06 11:16:00,344,37,False
537262,2010-12-06 11:26:00,345,37,False
537265,2010-12-06 11:26:00,346,37,False
537298,2010-12-06 11:37:00,347,37,False
537301,2010-12-06 11:38:00,348,37,False
537312,2010-12-06 11:42:00,349,37,False
537313,2010-12-06 11:42:00,350,37,False
537332,2010-12-06 11:58:00,352,37,False
537334,2010-12-06 12:06:00,354,37,False
537335,2010-12-06 12:15:00,355,37,False
537346,2010-12-06 12:21:00,356,37,False
537350,2010-12-06 12:23:00,357,37,False
537351,2010-12-06 12:23:00,358,37,False
537354,2010-12-06 12:23:00,50,37,False
537359,2010-12-06 12:30:00,359,37,False
537360,2010-12-06 12:31:00,360,37,False
537361,2010-12-06 12:34:00,33,37,False
537362,2010-12-06 12:34:00,361,37,False
537363,2010-12-06 12:35:00,33,37,False
537364,2010-12-06 12:36:00,33,37,False
537365,2010-12-06 12:38:00,362,37,False
537366,2010-12-06 12:39:00,363,37,False
537367,2010-12-06 12:39:00,362,37,False
537368,2010-12-06 12:40:00,69,11,False
537369,2010-12-06 12:41:00,364,37,False
537370,2010-12-06 12:44:00,365,37,False
537371,2010-12-06 12:47:00,366,37,False
537372,2010-12-06 12:52:00,367,37,False
537374,2010-12-06 12:55:00,368,37,False
537375,2010-12-06 12:55:00,369,37,False
537376,2010-12-06 12:59:00,371,37,False
537377,2010-12-06 13:01:00,372,37,False
537378,2010-12-06 13:06:00,69,11,False
537380,2010-12-06 13:12:00,372,37,False
537381,2010-12-06 13:13:00,373,37,False
537382,2010-12-06 13:13:00,374,37,False
537384,2010-12-06 13:21:00,376,37,False
537385,2010-12-06 13:22:00,370,37,False
537386,2010-12-06 13:32:00,69,11,False
537387,2010-12-06 13:34:00,78,37,False
537388,2010-12-06 13:35:00,377,37,False
537389,2010-12-06 13:41:00,187,37,False
537390,2010-12-06 13:47:00,378,37,False
537391,2010-12-06 13:53:00,375,37,False
537392,2010-12-06 13:58:00,379,37,False
537393,2010-12-06 13:59:00,261,37,False
537394,2010-12-06 14:00:00,261,37,False
537395,2010-12-06 14:05:00,380,37,False
537396,2010-12-06 14:08:00,381,37,False
537397,2010-12-06 14:19:00,382,37,False
537399,2010-12-06 14:31:00,383,37,False
537400,2010-12-06 14:36:00,384,37,False
537401,2010-12-06 14:37:00,33,37,False
537403,2010-12-06 14:43:00,384,37,False
537404,2010-12-06 14:46:00,384,37,False
537405,2010-12-06 14:51:00,71,37,False
537407,2010-12-06 14:55:00,319,37,False
537409,2010-12-06 15:00:00,385,37,False
537410,2010-12-06 15:03:00,386,37,False
537411,2010-12-06 15:06:00,33,37,False
537412,2010-12-06 15:06:00,386,37,False
537415,2010-12-06 15:09:00,387,37,False
537418,2010-12-06 15:13:00,227,37,False
537419,2010-12-06 15:14:00,391,37,False
537420,2010-12-06 15:18:00,392,37,False
537421,2010-12-06 15:25:00,393,37,False
537422,2010-12-06 15:27:00,394,37,False
537423,2010-12-06 15:34:00,395,37,False
537424,2010-12-06 15:35:00,396,37,False
537425,2010-12-06 15:35:00,33,37,False
537426,2010-12-06 15:36:00,33,37,False
537427,2010-12-06 15:37:00,33,37,False
537428,2010-12-06 15:38:00,397,37,False
537429,2010-12-06 15:54:00,50,37,False
537430,2010-12-06 16:05:00,33,37,False
537432,2010-12-06 16:10:00,33,37,False
537433,2010-12-06 16:36:00,399,37,False
537434,2010-12-06 16:57:00,33,37,False
537435,2010-12-06 16:58:00,32,37,False
537436,2010-12-06 17:00:00,33,37,False
537437,2010-12-06 17:00:00,33,37,False
537438,2010-12-06 17:00:00,33,37,False
537439,2010-12-06 17:01:00,33,37,False
537440,2010-12-06 17:16:00,400,37,False
537441,2010-12-06 17:26:00,401,37,False
537442,2010-12-06 17:29:00,33,37,False
537446,2010-12-07 09:13:00,265,37,False
537447,2010-12-07 09:21:00,404,37,False
537448,2010-12-07 09:23:00,405,37,False
537449,2010-12-07 09:26:00,33,37,False
537450,2010-12-07 09:26:00,33,37,False
537451,2010-12-07 09:27:00,33,37,False
537452,2010-12-07 09:28:00,33,37,False
537453,2010-12-07 09:28:00,33,37,False
537454,2010-12-07 09:30:00,33,37,False
537455,2010-12-07 09:31:00,33,37,False
537456,2010-12-07 09:43:00,405,37,False
537457,2010-12-07 09:51:00,17,37,False
537458,2010-12-07 09:55:00,406,37,False
537459,2010-12-07 09:57:00,407,37,False
537460,2010-12-07 10:04:00,408,37,False
537461,2010-12-07 10:06:00,409,37,False
537462,2010-12-07 10:06:00,171,37,False
537463,2010-12-07 10:08:00,410,14,False
537464,2010-12-07 10:14:00,411,37,False
537465,2010-12-07 10:32:00,412,37,False
537466,2010-12-07 10:33:00,33,37,False
537467,2010-12-07 10:36:00,413,37,False
537468,2010-12-07 10:36:00,277,14,False
537469,2010-12-07 10:43:00,414,37,False
537470,2010-12-07 10:47:00,415,37,False
537471,2010-12-07 10:51:00,352,37,False
537472,2010-12-07 11:11:00,176,37,False
537476,2010-12-07 11:26:00,154,37,False
537484,2010-12-07 11:30:00,416,37,False
537489,2010-12-07 11:33:00,112,37,False
537509,2010-12-07 11:41:00,417,37,False
537523,2010-12-07 11:45:00,418,37,False
537534,2010-12-07 11:48:00,33,37,False
537538,2010-12-07 11:49:00,420,37,False
537567,2010-12-07 11:59:00,421,37,False
537592,2010-12-07 12:18:00,422,37,False
537593,2010-12-07 12:21:00,423,37,False
537594,2010-12-07 12:28:00,307,15,False
537595,2010-12-07 12:29:00,424,37,False
537598,2010-12-07 12:37:00,113,37,False
537599,2010-12-07 12:37:00,241,37,False
537601,2010-12-07 12:43:00,135,37,False
537603,2010-12-07 12:49:00,426,37,False
537604,2010-12-07 13:01:00,427,37,False
537605,2010-12-07 13:13:00,428,37,False
537606,2010-12-07 13:16:00,429,37,False
537607,2010-12-07 13:18:00,430,37,False
537608,2010-12-07 13:20:00,431,37,False
