customer_key,customer_id,country_key,country_name,valid_from,valid_to,current_flag
50,12405,13,Finland,2011-07-14 08:52:00,,True
51,12406,10,Denmark,2011-06-09 10:23:00,,True
52,12407,4,Belgium,2011-03-20 13:21:00,,True
53,12408,4,Belgium,2011-03-24 14:46:00,,True
54,12409,33,Switzerland,2011-06-10 12:19:00,,True
55,12410,33,Switzerland,2011-02-04 10:38:00,,True
56,12412,10,Denmark,2011-06-23 13:51:00,,True
57,12413,14,France,2011-01-06 16:12:00,,True
58,12414,2,Austria,2011-02-02 14:51:00,,True
59,12415,1,Australia,2011-01-06 11:12:00,,True
60,12417,4,Belgium,2010-12-17 11:51:00,2011-04-28 13:09:00,False
61,12417,31,Spain,2011-04-28 13:09:00,2011-06-05 15:46:00,False
62,12417,4,Belgium,2011-06-05 15:46:00,,True
63,12418,33,Switzerland,2011-08-19 11:08:00,,True
64,12420,8,Cyprus,2011-10-07 08:55:00,,True
65,12421,31,Spain,2011-01-24 15:09:00,,True
66,12422,1,Australia,2011-01-19 09:13:00,2011-06-24 13:20:00,False
67,12422,33,Switzerland,2011-06-24 13:20:00,2011-09-05 09:48:00,False
68,12422,1,Australia,2011-09-05 09:48:00,,True
69,12423,4,Belgium,2010-12-21 10:54:00,,True
70,12424,1,Australia,2011-06-30 12:06:00,,True
71,12425,27,Portugal,2011-09-22 17:31:00,,True
72,12426,15,Germany,2011-05-29 12:26:00,,True
73,12427,15,Germany,2010-12-03 10:44:00,,True
74,12428,13,Finland,2011-03-01 09:33:00,,True
75,12429,10,Denmark,2010-12-09 12:05:00,2011-04-26 11:44:00,False
76,12429,2,Austria,2011-04-26 11:44:00,2011-06-20 12:14:00,False
77,12429,10,Denmark,2011-06-20 12:14:00,,True
78,12430,25,Norway,2011-10-27 15:09:00,,True
79,12431,1,Australia,2010-12-01 10:03:00,2011-02-17 08:23:00,False
80,12431,4,Belgium,2011-02-17 08:23:00,2011-02-27 14:43:00,False
81,12431,1,Australia,2011-02-27 14:43:00,2011-10-10 14:49:00,False
82,12431,4,Belgium,2011-10-10 14:49:00,2011-11-04 11:55:00,False
83,12431,1,Australia,2011-11-04 11:55:00,,True
84,12432,25,Norway,2011-06-20 13:27:00,,True
85,12433,25,Norway,2010-12-01 13:24:00,,True
86,12434,1,Australia,2011-03-24 13:05:00,,True
87,12435,10,Denmark,2011-03-17 07:40:00,,True
88,12436,25,Norway,2011-09-01 12:09:00,,True
89,12437,14,France,2011-01-12 14:13:00,,True
90,12438,25,Norway,2011-07-22 13:29:00,,True
91,12441,14,France,2010-12-08 10:45:00,,True
92,12442,31,Spain,2011-12-06 14:22:00,,True
93,12444,25,Norway,2011-06-21 14:00:00,,True
94,12445,31,Spain,2011-11-17 18:43:00,,True
95,12446,28,RSA,2011-10-13 12:50:00,,True
96,12447,4,Belgium,2011-04-10 13:25:00,,True
97,12448,31,Spain,2011-10-26 13:46:00,,True
98,12449,4,Belgium,2011-06-05 15:37:00,,True
99,12450,31,Spain,2011-06-19 14:36:00,,True
100,12451,33,Switzerland,2011-01-19 09:05:00,,True
101,12452,33,Switzerland,2011-11-23 08:05:00,,True
102,12453,2,Austria,2011-07-28 14:08:00,,True
103,12454,31,Spain,2011-10-14 17:13:00,,True
104,12455,8,Cyprus,2011-02-16 09:56:00,2011-06-03 11:33:00,False
105,12455,31,Spain,2011-06-03 11:33:00,,True
106,12456,33,Switzerland,2011-03-30 09:12:00,,True
107,12457,33,Switzerland,2011-04-14 18:57:00,2011-09-19 09:04:00,False
108,12457,8,Cyprus,2011-09-19 09:04:00,,True
109,12458,33,Switzerland,2011-02-28 10:55:00,,True
110,12461,33,Switzerland,2011-07-08 10:23:00,,True
111,12462,31,Spain,2011-02-09 14:44:00,,True
112,12463,4,Belgium,2011-04-12 12:47:00,,True
113,12464,4,Belgium,2011-02-03 13:30:00,,True
114,12465,4,Belgium,2011-06-23 13:37:00,,True
115,12468,15,Germany,2011-01-27 13:29:00,,True
116,12471,15,Germany,2010-12-10 09:35:00,,True
117,12472,15,Germany,2010-12-05 14:19:00,,True
118,12473,15,Germany,2011-06-01 10:15:00,,True
119,12474,15,Germany,2011-01-14 10:06:00,,True
120,12475,15,Germany,2011-10-17 10:10:00,,True
121,12476,15,Germany,2010-12-13 14:39:00,,True
122,12477,15,Germany,2011-02-11 12:45:00,,True
123,12478,16,Greece,2011-12-06 09:56:00,,True
124,12479,15,Germany,2011-11-28 13:26:00,,True
125,12480,15,Germany,2011-01-07 15:27:00,,True
126,12481,15,Germany,2010-12-09 10:13:00,,True
127,12483,32,Sweden,2011-01-04 14:20:00,,True
128,12484,31,Spain,2011-01-07 14:04:00,,True
129,12488,14,France,2011-09-25 10:34:00,,True
130,12489,14,France,2011-01-07 13:13:00,,True
131,12490,14,France,2011-01-14 09:13:00,,True
132,12491,14,France,2011-11-01 12:18:00,,True
133,12492,15,Germany,2011-08-26 14:51:00,,True
134,12493,14,France,2011-05-26 14:53:00,,True
135,12494,14,France,2010-12-09 11:31:00,,True
136,12497,15,Germany,2011-09-19 12:29:00,,True
137,12498,15,Germany,2011-10-13 09:30:00,,True
138,12500,15,Germany,2011-01-10 09:48:00,,True
139,12501,15,Germany,2011-01-07 12:28:00,,True
140,12502,31,Spain,2011-02-03 10:41:00,,True
141,12504,15,Germany,2011-11-09 14:56:00,,True
142,12506,14,France,2011-04-21 08:54:00,,True
143,12507,31,Spain,2011-02-14 09:24:00,,True
144,12508,14,France,2011-11-10 16:27:00,,True
145,12509,14,France,2011-02-28 14:45:00,,True
146,12510,31,Spain,2011-01-18 14:04:00,,True
147,12512,18,Israel,2011-10-04 14:53:00,,True
148,12513,14,France,2011-08-19 10:51:00,,True
149,12514,19,Italy,2011-03-17 16:38:00,,True
150,12515,19,Italy,2010-12-21 15:43:00,,True
151,12516,15,Germany,2011-06-12 11:37:00,,True
152,12517,15,Germany,2011-06-02 15:13:00,,True
153,12518,15,Germany,2011-08-21 13:18:00,,True
154,12519,15,Germany,2011-10-07 09:26:00,,True
155,12520,15,Germany,2011-03-11 11:35:00,,True
156,12521,15,Germany,2011-07-20 10:51:00,,True
157,12522,15,Germany,2011-10-19 14:41:00,,True
158,12523,14,France,2011-01-12 09:43:00,,True
159,12524,15,Germany,2011-01-10 10:35:00,,True
160,12526,15,Germany,2011-09-06 14:19:00,,True
161,12527,15,Germany,2011-01-18 12:05:00,,True
162,12528,15,Germany,2011-01-31 09:05:00,,True
163,12530,15,Germany,2011-01-07 10:04:00,,True
164,12531,15,Germany,2011-11-25 11:12:00,,True
165,12532,14,France,2011-11-09 13:47:00,,True
166,12534,15,Germany,2011-08-01 10:26:00,,True
167,12535,14,France,2011-06-06 12:47:00,,True
168,12536,14,France,2011-10-11 14:52:00,,True
169,12538,31,Spain,2011-11-10 17:16:00,,True
170,12539,31,Spain,2011-01-10 09:11:00,,True
171,12540,31,Spain,2010-12-13 09:39:00,,True
172,12541,31,Spain,2011-03-04 09:32:00,,True
173,12544,31,Spain,2011-11-03 16:15:00,,True
174,12545,31,Spain,2011-03-25 12:04:00,,True
175,12546,31,Spain,2011-09-23 09:44:00,,True
176,12547,31,Spain,2011-03-04 12:46:00,,True
177,12548,31,Spain,2011-06-26 15:35:00,,True
178,12550,31,Spain,2011-09-21 14:35:00,,True
179,12551,31,Spain,2010-12-17 11:23:00,,True
180,12552,19,Italy,2011-10-31 12:11:00,,True
181,12553,14,France,2011-01-14 10:42:00,,True
182,12556,31,Spain,2011-07-11 13:35:00,,True
183,12557,31,Spain,2010-12-03 12:20:00,,True
184,12558,34,USA,2011-12-02 10:41:00,,True
185,12559,15,Germany,2011-01-24 10:12:00,,True
186,12560,15,Germany,2011-07-19 15:55:00,,True
187,12561,15,Germany,2011-02-10 11:39:00,,True
188,12562,14,France,2011-05-25 12:44:00,,True
189,12564,14,France,2011-03-23 14:55:00,,True
190,12565,29,Saudi Arabia,2011-02-24 10:34:00,,True
191,12566,15,Germany,2011-09-14 14:30:00,,True
192,12567,14,France,2010-12-05 11:57:00,,True
193,12569,15,Germany,2011-04-01 13:47:00,,True
194,12571,14,France,2011-08-10 12:35:00,,True
195,12572,15,Germany,2011-10-19 08:20:00,,True
196,12573,14,France,2011-04-26 15:52:00,,True
197,12574,14,France,2011-01-28 09:20:00,,True
198,12576,26,Poland,2011-02-08 11:31:00,,True
199,12577,14,France,2010-12-15 16:21:00,,True
200,12578,19,Italy,2011-01-13 15:34:00,,True
201,12579,14,France,2011-09-22 17:15:00,,True
202,12580,15,Germany,2011-04-07 10:24:00,,True
203,12581,15,Germany,2011-10-31 08:56:00,,True
204,12582,13,Finland,2011-02-24 11:42:00,,True
205,12583,14,France,2010-12-01 08:45:00,,True
206,12584,19,Italy,2011-03-04 15:15:00,,True
207,12585,15,Germany,2010-12-23 12:58:00,,True
208,12586,19,Italy,2011-11-22 16:24:00,,True
209,12587,13,Finland,2011-12-02 12:47:00,,True
210,12588,13,Finland,2011-10-31 15:01:00,,True
211,12589,14,France,2011-07-18 12:05:00,,True
212,12590,15,Germany,2011-05-12 14:46:00,,True
213,12591,19,Italy,2011-01-26 14:35:00,,True
214,12592,15,Germany,2011-05-10 13:44:00,,True
215,12593,14,France,2011-05-05 09:29:00,,True
216,12594,19,Italy,2011-01-21 09:52:00,,True
217,12596,31,Spain,2011-04-11 13:22:00,,True
218,12597,31,Spain,2011-03-16 14:00:00,,True
219,12598,14,France,2011-02-28 11:58:00,,True
220,12599,14,France,2011-02-08 13:28:00,,True
221,12600,15,Germany,2010-12-03 12:57:00,,True
222,12601,15,Germany,2011-01-11 10:38:00,,True
223,12602,14,France,2011-10-12 11:22:00,,True
224,12603,15,Germany,2011-11-18 10:42:00,,True
225,12604,14,France,2011-03-23 12:06:00,,True
226,12607,34,USA,2011-10-10 16:06:00,,True
227,12609,15,Germany,2011-01-25 15:13:00,,True
228,12610,19,Italy,2011-08-05 13:52:00,,True
229,12611,19,Italy,2011-10-18 13:12:00,,True
230,12612,15,Germany,2011-09-26 15:35:00,,True
231,12613,15,Germany,2011-03-22 15:42:00,,True
232,12614,15,Germany,2011-03-07 10:22:00,,True
233,12615,14,France,2011-06-24 13:35:00,,True
234,12616,14,France,2011-02-15 14:17:00,,True
235,12617,14,France,2011-11-10 14:39:00,,True
236,12618,19,Italy,2011-11-18 11:10:00,,True
237,12619,15,Germany,2011-03-31 13:10:00,,True
238,12620,14,France,2011-05-19 12:10:00,,True
239,12621,15,Germany,2010-12-09 10:16:00,,True
240,12622,15,Germany,2011-04-21 16:39:00,,True
241,12623,15,Germany,2011-03-08 13:50:00,,True
242,12624,14,France,2011-06-15 12:34:00,,True
243,12625,15,Germany,2011-01-24 13:27:00,,True
244,12626,15,Germany,2011-01-17 11:01:00,,True
245,12627,15,Germany,2011-07-22 13:59:00,,True
246,12628,15,Germany,2011-10-06 09:28:00,,True
247,12630,13,Finland,2011-10-27 10:41:00,,True
248,12631,13,Finland,2011-10-13 13:53:00,,True
249,12633,15,Germany,2011-02-25 08:44:00,,True
250,12635,15,Germany,2011-07-08 08:43:00,,True
251,12637,14,France,2011-01-20 10:47:00,,True
252,12638,32,Sweden,2011-11-06 13:11:00,,True
253,12639,32,Sweden,2011-04-15 12:48:00,,True
254,12640,14,France,2011-09-19 12:01:00,,True
255,12641,32,Sweden,2011-08-16 13:26:00,,True
256,12642,15,Germany,2011-08-24 09:23:00,,True
257,12643,14,France,2011-01-11 11:48:00,,True
258,12644,15,Germany,2011-08-02 10:33:00,,True
259,12645,15,Germany,2011-01-27 13:08:00,,True
260,12646,34,USA,2011-10-21 12:52:00,,True
261,12647,15,Germany,2010-12-05 14:02:00,,True
262,12648,15,Germany,2011-07-08 11:55:00,,True
263,12649,15,Germany,2011-05-11 14:37:00,,True
264,12650,14,France,2011-12-06 16:34:00,,True
265,12651,14,France,2011-01-09 12:46:00,,True
266,12652,14,France,2011-01-12 15:00:00,,True
267,12653,18,Israel,2011-02-16 10:53:00,,True
268,12654,15,Germany,2011-02-17 13:16:00,,True
269,12656,14,France,2011-04-20 09:20:00,,True
270,12657,14,France,2011-09-22 11:40:00,,True
271,12658,15,Germany,2011-11-21 10:22:00,,True
272,12659,14,France,2011-11-10 11:53:00,,True
273,12660,14,France,2011-11-28 13:26:00,,True
274,12662,15,Germany,2010-12-01 13:04:00,,True
275,12664,13,Finland,2011-01-21 11:42:00,,True
276,12665,15,Germany,2011-01-19 08:34:00,,True
277,12667,13,Finland,2011-10-12 17:00:00,,True
278,12668,15,Germany,2010-12-19 12:46:00,,True
279,12669,14,France,2011-03-28 10:15:00,,True
280,12670,14,France,2011-04-21 10:16:00,,True
281,12672,14,France,2011-01-14 09:20:00,,True
282,12673,15,Germany,2011-01-17 11:46:00,,True
283,12674,14,France,2011-05-16 09:10:00,,True
284,12676,32,Sweden,2011-02-01 15:41:00,,True
285,12678,14,France,2010-12-21 11:00:00,,True
286,12679,14,France,2011-03-01 12:26:00,,True
287,12680,14,France,2011-08-18 15:44:00,,True
288,12681,14,France,2010-12-07 10:08:00,,True
289,12682,14,France,2010-12-03 13:59:00,,True
290,12683,14,France,2010-12-09 10:37:00,,True
291,12684,14,France,2011-05-10 12:55:00,,True
292,12685,14,France,2011-09-07 10:28:00,,True
293,12686,14,France,2010-12-03 09:51:00,,True
294,12688,18,Israel,2011-08-18 08:49:00,,True
295,12689,14,France,2011-08-04 10:04:00,,True
296,12690,14,France,2011-05-18 09:09:00,,True
297,12691,14,France,2010-12-17 14:46:00,,True
298,12693,15,Germany,2011-01-24 12:58:00,,True
299,12694,14,France,2011-06-09 17:48:00,,True
300,12695,14,France,2011-05-13 13:15:00,,True
301,12697,32,Sweden,2011-06-23 15:44:00,,True
302,12700,14,France,2011-05-08 16:10:00,,True
303,12701,15,Germany,2011-04-11 13:02:00,,True
304,12702,15,Germany,2011-11-20 10:36:00,,True
305,12703,15,Germany,2011-09-29 17:52:00,,True
306,12704,13,Finland,2011-06-23 10:20:00,,True
307,12705,15,Germany,2010-12-17 15:58:00,,True
308,12707,14,France,2011-02-21 08:38:00,,True
309,12708,15,Germany,2010-12-06 10:43:00,,True
310,12709,15,Germany,2010-12-08 09:49:00,,True
311,12710,15,Germany,2011-05-22 14:05:00,,True
312,12712,15,Germany,2010-12-03 14:30:00,,True
313,12713,15,Germany,2011-12-09 12:16:00,,True
314,12714,14,France,2011-02-18 10:53:00,,True
315,12715,32,Sweden,2011-08-25 15:22:00,,True
316,12716,14,France,2011-07-29 13:28:00,,True
317,12717,16,Greece,2011-04-08 10:32:00,,True
318,12718,14,France,2011-09-29 16:38:00,,True
319,12719,14,France,2011-10-05 14:50:00,,True
320,12720,15,Germany,2010-12-05 15:21:00,,True
321,12721,14,France,2010-12-20 11:38:00,,True
322,12722,14,France,2011-07-12 11:55:00,,True
323,12723,14,France,2011-10-05 15:52:00,,True
324,12724,14,France,2011-01-11 15:00:00,,True
325,12725,19,Italy,2010-12-03 15:45:00,,True
326,12726,14,France,2010-12-17 12:56:00,,True
327,12727,14,France,2011-01-23 15:17:00,,True
328,12728,14,France,2011-01-11 13:31:00,,True
329,12729,14,France,2011-08-18 11:40:00,,True
330,12731,14,France,2010-12-10 10:56:00,,True
331,12732,14,France,2011-06-13 11:33:00,,True
332,12733,34,USA,2011-04-19 16:19:00,,True
333,12734,14,France,2010-12-22 12:47:00,,True
334,12735,14,France,2011-01-06 14:26:00,,True
335,12736,14,France,2011-01-11 07:57:00,,True
336,12738,15,Germany,2010-12-02 18:27:00,,True
337,12739,35,United Arab Emirates,2011-09-01 17:45:00,,True
338,12740,14,France,2011-10-07 10:44:00,,True
339,12743,37,Unspecified,2011-07-28 16:06:00,,True
340,12744,30,Singapore,2011-01-25 13:26:00,,True
341,12747,36,United Kingdom,2010-12-05 15:38:00,,True
342,12748,36,United Kingdom,2010-12-01 12:48:00,,True
343,12749,36,United Kingdom,2011-05-10 15:25:00,,True
344,12750,26,Poland,2011-08-03 09:13:00,,True
345,12752,25,Norway,2011-09-19 13:32:00,,True
346,12753,20,Japan,2010-12-12 11:44:00,,True
347,12754,20,Japan,2011-02-04 10:31:00,,True
348,12755,20,Japan,2010-12-09 10:44:00,,True
349,12756,20,Japan,2011-09-14 09:31:00,,True
350,12757,27,Portugal,2011-05-12 19:01:00,,True
351,12758,27,Portugal,2011-03-08 12:05:00,,True
352,12759,24,Netherlands,2011-03-09 08:09:00,,True
353,12762,27,Portugal,2011-11-14 14:23:00,,True
354,12763,20,Japan,2010-12-05 15:46:00,,True
355,12764,21,Lebanon,2011-01-27 10:19:00,,True
356,12766,27,Portugal,2010-12-08 13:53:00,,True
357,12769,5,Brazil,2011-04-15 10:25:00,,True
358,12770,20,Japan,2011-05-13 09:33:00,,True
359,12772,27,Portugal,2011-10-11 09:19:00,,True
360,12775,24,Netherlands,2011-02-01 13:45:00,,True
361,12778,24,Netherlands,2011-01-31 14:35:00,,True
362,12779,26,Poland,2010-12-03 13:40:00,,True
363,12781,9,Czech Republic,2011-02-28 08:43:00,,True
364,12782,27,Portugal,2010-12-17 11:30:00,,True
365,12783,27,Portugal,2011-09-25 15:35:00,,True
366,12784,27,Portugal,2011-11-24 12:53:00,,True
367,12785,27,Portugal,2010-12-10 13:48:00,,True
368,12787,24,Netherlands,2011-05-31 09:36:00,,True
369,12789,24,Netherlands,2011-10-05 13:34:00,,True
370,12790,24,Netherlands,2011-05-31 14:14:00,,True
371,12791,24,Netherlands,2010-12-01 11:27:00,,True
372,12792,27,Portugal,2011-03-28 11:36:00,,True
373,12793,27,Portugal,2010-12-03 15:14:00,,True
374,12794,27,Portugal,2011-09-02 12:01:00,,True
375,12795,27,Portugal,2011-11-21 10:27:00,,True
376,12797,27,Portugal,2010-12-09 10:55:00,,True
377,12798,20,Japan,2011-06-22 10:11:00,,True
378,12802,24,Netherlands,2011-06-06 09:36:00,,True
379,12808,27,Portugal,2010-12-06 10:27:00,,True
380,12809,27,Portugal,2011-06-15 10:51:00,,True
381,12811,27,Portugal,2011-02-28 15:39:00,,True
382,12812,20,Japan,2011-10-26 09:54:00,,True
383,12814,26,Poland,2011-08-30 12:11:00,,True
384,12815,26,Poland,2011-05-25 13:34:00,,True
385,12816,26,Poland,2011-06-16 13:24:00,,True
386,12817,2,Austria,2011-03-03 16:28:00,,True
387,12818,2,Austria,2011-03-23 12:06:00,,True
388,12820,36,United Kingdom,2011-01-17 12:34:00,,True
389,12821,36,United Kingdom,2011-05-09 15:51:00,,True
390,12822,36,United Kingdom,2011-09-13 13:46:00,,True
391,12823,36,United Kingdom,2011-02-16 12:15:00,,True
392,12824,36,United Kingdom,2011-10-11 12:49:00,,True
393,12826,36,United Kingdom,2010-12-09 15:21:00,,True
394,12827,36,United Kingdom,2011-10-26 15:44:00,,True
395,12828,36,United Kingdom,2011-08-01 16:16:00,,True
396,12829,36,United Kingdom,2010-12-14 14:54:00,,True
397,12830,36,United Kingdom,2011-06-21 10:53:00,,True
398,12831,36,United Kingdom,2011-03-22 13:02:00,,True
399,12832,36,United Kingdom,2011-09-02 13:48:00,,True
400,12833,36,United Kingdom,2011-07-17 13:46:00,,True
401,12834,36,United Kingdom,2011-03-02 09:49:00,,True
402,12836,36,United Kingdom,2011-02-01 11:19:00,,True
403,12837,36,United Kingdom,2011-06-19 16:07:00,,True
404,12838,36,United Kingdom,2010-12-01 11:57:00,,True
405,12839,36,United Kingdom,2010-12-07 15:48:00,,True
406,12840,36,United Kingdom,2011-04-27 12:21:00,,True
407,12841,36,United Kingdom,2010-12-03 10:43:00,,True
408,12842,36,United Kingdom,2011-02-04 12:36:00,,True
409,12843,36,United Kingdom,2011-03-20 14:38:00,,True
410,12844,36,United Kingdom,2011-08-01 13:11:00,,True
411,12845,36,United Kingdom,2011-02-22 14:10:00,,True
412,12847,36,United Kingdom,2011-11-17 13:16:00,,True
413,12849,36,United Kingdom,2011-03-16 12:26:00,,True
414,12851,36,United Kingdom,2011-09-04 12:41:00,,True
415,12852,36,United Kingdom,2011-02-18 08:47:00,,True
416,12853,36,United Kingdom,2011-01-28 10:28:00,,True
417,12854,36,United Kingdom,2011-01-25 13:35:00,,True
418,12855,36,United Kingdom,2010-12-02 09:37:00,,True
419,12856,36,United Kingdom,2011-10-07 12:38:00,,True
420,12857,36,United Kingdom,2011-02-10 12:32:00,,True
421,12863,36,United Kingdom,2011-10-18 14:15:00,,True
422,12864,36,United Kingdom,2011-07-24 13:03:00,,True
423,12865,2,Austria,2011-08-08 10:11:00,,True
424,12866,4,Belgium,2011-03-01 14:11:00,,True
425,12867,36,United Kingdom,2010-12-14 16:39:00,,True
426,12868,36,United Kingdom,2010-12-01 12:50:00,,True
427,12871,36,United Kingdom,2011-05-16 13:32:00,,True
428,12872,36,United Kingdom,2010-12-09 14:44:00,,True
429,12873,36,United Kingdom,2011-03-02 14:58:00,,True
430,12875,36,United Kingdom,2010-12-12 12:03:00,,True
431,12876,4,Belgium,2011-05-27 13:34:00,,True
432,12877,36,United Kingdom,2010-12-16 12:23:00,,True
433,12878,36,United Kingdom,2011-03-18 14:02:00,,True
434,12879,36,United Kingdom,2011-09-09 12:11:00,,True
435,12881,36,United Kingdom,2011-03-09 11:44:00,,True
436,12882,36,United Kingdom,2011-11-06 11:22:00,,True
437,12883,36,United Kingdom,2011-09-11 15:18:00,,True
438,12884,36,United Kingdom,2011-09-12 13:10:00,,True
439,12885,36,United Kingdom,2011-08-08 11:45:00,,True
440,12886,36,United Kingdom,2011-05-04 11:21:00,,True
441,12888,36,United Kingdom,2011-03-29 14:31:00,,True
442,12890,36,United Kingdom,2011-11-15 17:26:00,,True
443,12891,36,United Kingdom,2011-02-20 11:28:00,,True
444,12893,36,United Kingdom,2011-11-09 12:34:00,,True
445,12895,36,United Kingdom,2011-09-14 08:35:00,,True
446,12897,36,United Kingdom,2011-02-11 11:40:00,,True
447,12901,36,United Kingdom,2011-03-14 10:41:00,,True
448,12902,36,United Kingdom,2011-03-20 12:06:00,,True
449,12904,36,United Kingdom,2011-06-20 13:18:00,,True
450,12906,36,United Kingdom,2011-09-22 15:03:00,,True
451,12908,36,United Kingdom,2011-01-31 12:37:00,,True
452,12909,36,United Kingdom,2011-03-31 12:51:00,,True
453,12910,36,United Kingdom,2011-04-12 10:01:00,,True
454,12912,36,United Kingdom,2011-10-30 11:35:00,,True
455,12913,36,United Kingdom,2010-12-06 16:36:00,,True
456,12915,36,United Kingdom,2010-12-02 12:33:00,,True
457,12916,36,United Kingdom,2011-01-23 10:43:00,,True
458,12917,36,United Kingdom,2011-08-03 16:42:00,,True
459,12919,36,United Kingdom,2011-06-23 09:22:00,,True
460,12920,36,United Kingdom,2011-11-22 15:05:00,,True
461,12921,36,United Kingdom,2010-12-01 15:06:00,,True
462,12922,36,United Kingdom,2011-07-01 15:35:00,,True
463,12923,36,United Kingdom,2011-10-06 16:20:00,,True
464,12924,36,United Kingdom,2011-01-16 11:49:00,,True
465,12925,36,United Kingdom,2011-09-26 11:05:00,,True
466,12928,36,United Kingdom,2010-12-15 15:45:00,,True
467,12929,36,United Kingdom,2011-02-01 12:08:00,,True
468,12930,36,United Kingdom,2011-06-21 13:25:00,,True
469,12931,36,United Kingdom,2010-12-17 09:45:00,,True
470,12933,36,United Kingdom,2011-03-01 11:30:00,,True
471,12935,36,United Kingdom,2011-01-24 13:58:00,,True
472,12936,36,United Kingdom,2011-09-22 13:51:00,,True
473,12937,36,United Kingdom,2011-03-17 14:19:00,,True
474,12938,36,United Kingdom,2011-11-14 11:21:00,,True
475,12939,36,United Kingdom,2011-01-09 11:20:00,,True
476,12940,36,United Kingdom,2011-09-13 10:16:00,,True
477,12942,36,United Kingdom,2010-12-09 09:34:00,,True
478,12944,36,United Kingdom,2010-12-20 10:41:00,,True
479,12945,36,United Kingdom,2011-02-24 14:15:00,,True
480,12947,36,United Kingdom,2010-12-01 16:21:00,,True
481,12948,36,United Kingdom,2011-03-20 10:17:00,,True
482,12949,36,United Kingdom,2011-04-01 13:20:00,,True
483,12950,36,United Kingdom,2011-11-15 13:48:00,,True
484,12951,36,United Kingdom,2011-01-13 10:33:00,,True
485,12952,36,United Kingdom,2011-09-22 16:37:00,,True
486,12953,36,United Kingdom,2011-11-30 09:24:00,,True
487,12955,36,United Kingdom,2011-03-17 09:03:00,,True
488,12956,36,United Kingdom,2011-02-06 16:08:00,,True
489,12957,36,United Kingdom,2011-01-04 12:18:00,,True
490,12962,36,United Kingdom,2011-08-18 13:38:00,,True
491,12963,36,United Kingdom,2010-12-09 09:14:00,,True
492,12965,36,United Kingdom,2011-09-11 15:31:00,,True
493,12966,36,United Kingdom,2011-11-30 12:38:00,,True
494,12967,36,United Kingdom,2010-12-03 09:49:00,,True
495,12968,36,United Kingdom,2011-08-19 15:44:00,,True
496,12970,36,United Kingdom,2011-01-21 14:04:00,,True
497,12971,36,United Kingdom,2010-12-02 16:42:00,,True
